Dialogue_ID,Utterance_ID,Recognition_ID,Speaker,Utterance,Actual_Emotion,Predicted_Emotion
70,17,70_17,Ross and Chandler,Come on! Joe!,joy,anger
70,18,70_18,Woman,"Hi, is Molly here?",neutral,neutral
70,19,70_19,Ross,"Yeah, come on in. Molly?",neutral,neutral
70,20,70_20,Molly,"Hey! Guys, this is Tabatha .  I'll see you tomorrow.",neutral,neutral
70,21,70_21,Ross,"Ok ...  Well, uh, Joey, I guess    we have no problem.",neutral,sadness
70,22,70_22,Joey,"It's like my favorite fairy tale come true!  The princess, the stable boy and the lesbian!",joy,surprise
72,0,72_0,Nurse,This rooms available.,neutral,neutral
72,1,72_1,Rachel,Okay!,joy,joy
72,2,72_2,Rachel,Okay wait!,anger,surprise
72,3,72_3,Rachel,You listen to me!,anger,anger
72,4,72_4,Rachel,You listen to me!,anger,anger
72,5,72_5,Rachel,"Since I have been waiting four women, thats four, one higher than the number of centimeters that I am dilated, have come and gone with their babies!",anger,anger
72,6,72_6,Rachel,Im next!,anger,anger
72,7,72_7,Rachel,Its my turn!,anger,anger
72,8,72_8,Rachel,Its only fair!,anger,anger
72,9,72_9,Rachel,And if you bring in one woman and she has her baby before me Im going to sue you!,anger,anger
72,10,72_10,Rachel,"Not this hospital, Im going to sue you!",anger,anger
72,11,72_11,Rachel,And my husband  hes a lawyer!,anger,anger
72,12,72_12,Ross,Uh Rach,neutral,anger
72,13,72_13,Rachel,Go get back on that case honey!,anger,anger
72,14,72_14,Nurse,I dont think the next patient is very far along.,neutral,neutral
72,15,72_15,Rachel,"Okay, well then bring her in.",neutral,neutral
72,16,72_16,Woman,OH.MY.GAWD!!!,surprise,surprise
73,0,73_0,Joey,"Ross-Ross-Ross-Ross! Stay away from that guy , and that guy . And that oneDude! Theyre all huge!",fear,anger
73,1,73_1,Ross,They dont look any bigger than me!,neutral,anger
73,2,73_2,Joey,"Well, maybe thats because youre closer to you. So you look bigger to you from where you are.",anger,neutral
73,3,73_3,Emily,Im just going to say hi to the lads. All right?,neutral,neutral
73,4,73_4,Ross,All right.,neutral,neutral
73,5,73_5,Emily,Okay.,neutral,neutral
73,6,73_6,Phoebe,Hi.,neutral,neutral
73,7,73_7,Phoebe,Whoa!  I kinda liked it.,joy,surprise
73,8,73_8,Ross,"Okay, I know what I have to do. Ive got to go Red Ross.  Yknow, Red Ross!",anger,joy
73,9,73_9,Joey,I totally dont know what youre talking about.,neutral,neutral
73,10,73_10,Ross,Come on! The time we were all waiting in line for,anger,anger
74,0,74_0,Phoebe,Y'know you guys were a lot more supportive when I wanted to make denim furniture.,joy,sadness
74,1,74_1,Joey,"No, Pheebs, listen, if you decide to do this, well be supportive like crazy.",neutral,joy
74,2,74_2,Monica,We just want you to think it through.,neutral,neutral
74,3,74_3,Rachel,"Yeah, honey, maybe you can talk to somebody whos had a baby. Like your mom?",neutral,sadness
74,4,74_4,Phoebe,My mom never gave birth. Oh! But my birth mom did.,neutral,surprise
75,0,75_0,Phoebe,"Umm, thank you for meeting with me.",neutral,neutral
75,1,75_1,Frank Sr.,Thank you. All right.,neutral,neutral
75,2,75_2,Phoebe,"Come, sit.",neutral,neutral
75,3,75_3,Phoebe,Sit.,neutral,neutral
75,4,75_4,Phoebe,Sit!,anger,neutral
75,5,75_5,Phoebe,"Umm, all righty, before we get started I justI need you to state for the official record that you are in fact Frank Buffay.",neutral,sadness
77,0,77_0,Ross,"Okay, where in the hell did you get that?!",surprise,anger
77,1,77_1,Monica,"When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.",neutral,surprise
77,2,77_2,Ross,That cup is mine!,anger,anger
77,3,77_3,Monica,"No its not! You want it, youre gonna have to win it!",anger,anger
77,4,77_4,Rachel,"All right, so are we not having dinner at all?",sadness,sadness
79,0,79_0,Monica,"You know what this is, this is us getting ready for the prom.",neutral,joy
79,1,79_1,Rachel,Oh.,neutral,neutral
78,0,78_0,Rachel,Why?,sadness,sadness
78,1,78_1,Monica,Because I don't work at the Szechwan Dragon.,neutral,sadness
78,2,78_2,Rachel,"You really, really need to get some sleep, honey.",neutral,sadness
78,3,78_3,Monica,I know I do.,neutral,sadness
78,4,78_4,Ross,Hi.,neutral,neutral
78,5,78_5,Rachel,Hi.,neutral,neutral
78,6,78_6,Ross,Guess what?,neutral,neutral
78,7,78_7,Ross,They published my paper.,joy,joy
78,8,78_8,Rachel,"Oh, really, let me see, let me see.",joy,surprise
78,9,78_9,Phoebe,"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.",joy,joy
81,0,81_0,Ross,"So, hes just a nice guy. You really think this Mark doesnt want anything in exchange for helping him?",joy,sadness
81,1,81_1,Rachel,"Well, I assume Ill have to take showers with him, but y'know, thats true of any job.",neutral,neutral
82,0,82_0,Monica,How ya feelin?,neutral,neutral
80,0,80_0,Rachel,What?! You got us evicted!!,anger,anger
80,1,80_1,Monica,I told you not to go down there!,anger,anger
80,2,80_2,Joey,Well he made Rachel cry!,disgust,anger
80,3,80_3,Monica,Rachel always cries!,anger,anger
80,4,80_4,Rachel,Thats not true!,anger,anger
80,5,80_5,Monica,"Now Joey, you go down there and you suck up to him. I mean you suck like youve never sucked before!",neutral,anger
80,6,80_6,Joey,"All right! Ill try! But if I cant, you can stay with Chandler and I until you get settled.",neutral,anger
80,7,80_7,Rachel,Go!!,anger,anger
80,8,80_8,Joey,"All right, all right, all right.",neutral,joy
80,9,80_9,Joey,"I mean Ill have to check with him first, but Ill think hell be cool with it.",neutral,neutral
76,0,76_0,Ross,Lucky sixes....,neutral,joy
76,1,76_1,Rachel,"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",neutral,neutral
76,2,76_2,Monica,Hi!,neutral,joy
76,3,76_3,Rachel,And Joey....,neutral,joy
76,4,76_4,Monica,Hi!,neutral,joy
76,5,76_5,Rachel,And Ross.,neutral,neutral
76,6,76_6,Monica,Hi!,neutral,joy
76,7,76_7,Rachel,He doesn't speak much English.,neutral,neutral
76,8,76_8,Rachel,Look at that!,surprise,surprise
76,9,76_9,Ross,"So, um... where did Paolo come from?",neutral,sadness
76,10,76_10,Rachel,"Oh... Italy, I think.",neutral,neutral
76,11,76_11,Ross,"No, I mean tonight, in the building. Suddenly. Into our lives.",neutral,surprise
76,12,76_12,Rachel,"Well, the cat... the cat turned out to be Paolo's cat!",neutral,surprise
76,13,76_13,Ross,"That, that is funny... .... and Rachel keeps touching him.",neutral,joy
76,14,76_14,Phoebe,Alright. I looked all over the building and I couldn't find the kitty anywhere.,neutral,neutral
76,15,76_15,Rachel,"Oh, I found him. He was Paolo's cat.",neutral,surprise
76,16,76_16,Phoebe,Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,joy,anger
76,17,76_17,Rachel,"Ah, Paolo, this is Phoebe.",neutral,neutral
76,18,76_18,Phoebe,You betcha!,joy,joy
84,0,84_0,Chandler,Whats wrong with you?,anger,anger
84,1,84_1,Joey,Nothing!,anger,anger
84,2,84_2,Joey,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, havent been able to stand up since.",sadness,fear
85,0,85_0,Joey,"But um, I dont think its anything serious.",neutral,neutral
85,1,85_1,Chandler,This sounds like a hernia. You have toyou-youGo to the doctor!,surprise,fear
85,2,85_2,Joey,No way!,anger,surprise
85,3,85_3,Joey,"Kay look, if I have to go to the doctor for anything its gonna be for this thing sticking out of my stomach!",anger,anger
85,4,85_4,Joey,Why did I have to start working out again?,disgust,sadness
85,5,85_5,Joey,Damn you 15s!,anger,anger
87,0,87_0,Chandler,Does anyone else think David Copperfield is cute?,neutral,surprise
87,1,87_1,Monica,"No, but he told me, he thinks your a fox.",neutral,surprise
83,0,83_0,Chandler,"Well, my apartment isnt there anymore, because I drank it.",neutral,surprise
83,1,83_1,Phoebe,Whered you get too? We lost you after you opened up all the presents.,neutral,surprise
83,2,83_2,Ross,Yeah.,neutral,sadness
83,3,83_3,Chandler,"Yeah, I ended up in the storage room, and not alone.",neutral,surprise
83,4,83_4,All,Woooo hoooo!!!,joy,joy
83,5,83_5,Chandler,"Ow, no woo-hooing, no woo-hooing.",anger,anger
83,6,83_6,Phoebe,"Why, what happened?",surprise,surprise
83,7,83_7,Chandler,"Ah, I fooled around with Joeys sister.  Well, thats not the worst part.",sadness,anger
83,8,83_8,Monica,What is the worse part?,neutral,surprise
83,9,83_9,Chandler,I cant remember which sister.,sadness,surprise
83,10,83_10,Ross,You see what men do! Dont tell me men are not nice!  This is men!!,anger,anger
86,0,86_0,Rachel,Its a trifle.,neutral,neutral
86,1,86_1,Rachel,Its got all of these layers.,neutral,joy
86,2,86_2,Rachel,"First theres a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",neutral,joy
86,3,86_3,Rachel,"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like somethings wrong.]",neutral,surprise
86,4,86_4,Rachel,"then a little more custard, and then bananas, and then I just put some whipped cream on top!",neutral,joy
86,5,86_5,Ross,It tastes like feet!,disgust,disgust
86,6,86_6,Joey,I like it.,joy,surprise
86,7,86_7,Ross,Are you kidding?,surprise,anger
89,0,89_0,Mike,Go ahead.,neutral,neutral
89,1,89_1,Mike,This works with any milk carton.,neutral,neutral
89,2,89_2,Joey,"Wow, it is easy.  Now, I can have milk everyday.",surprise,joy
91,0,91_0,Joey,"Hey Ross, will you pass me that knife?",neutral,neutral
90,0,90_0,Rachel,"Well, you might want to tell him it sounds like his wife is  gay.",neutral,disgust
90,1,90_1,Ross,She is not  Shes gay. Oh my God. She is,anger,surprise
90,2,90_2,Rachel,Good day for married people huh?,surprise,sadness
90,3,90_3,Ross,Im sorry your husband cheated on you.,sadness,anger
90,4,90_4,Rachel,Im sorry your wife is gay. I guess women arent that great either.,sadness,anger
90,5,90_5,Ross,Try telling my wife that.,sadness,anger
92,0,92_0,Monica,I can't wait to be with you!,joy,joy
92,1,92_1,Monica,I'll sneak over as soon as Ross picks up Ben.,neutral,joy
92,2,92_2,Monica,I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.,neutral,neutral
92,3,92_3,Chandler,Laundry. Huh. Is that my new nickname?,joy,joy
92,4,92_4,Monica,"Awww, y'know what your nickname is, Mr. Big",joy,joy
92,5,92_5,Rachel,Arghh!!,disgust,anger
88,0,88_0,Host,"Welcome everybody, welcome to Amazing Discoveries!",joy,joy
88,1,88_1,Phoebe,"Oh, oh! It's on again!",joy,joy
88,2,88_2,Joey,"You guys, can we please not watch this all right.",disgust,sadness
88,3,88_3,All,Shhhh!,anger,anger
88,4,88_4,Host,"Folks, has this ever happened to you.",neutral,neutral
88,5,88_5,Host,"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.",neutral,anger
88,6,88_6,Joey,"Oh, you said it Mike.  Aw! There's got to be a better way!",anger,sadness
88,7,88_7,Mike,And there is Kevin.,neutral,neutral
88,8,88_8,Joey,Can we please turn this off?,sadness,anger
88,9,88_9,Rachel,"Noo way, Kevin.",joy,anger
88,10,88_10,Mike,There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,neutral,joy
88,11,88_11,Ross,Are you intrigued?,surprise,surprise
88,12,88_12,Chandler,You're flingin'-flangin' right I am!,joy,joy
88,13,88_13,Mike,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.",neutral,neutral
94,0,94_0,Paul,What?,surprise,surprise
94,1,94_1,Ross,And I too am just a love machine.,neutral,joy
94,2,94_2,Paul,"Ross, let me show you where the guest room is.",neutral,neutral
93,0,93_0,Joey,I cant believe Im going to lose this job!,sadness,sadness
93,1,93_1,Chandler,Oh Im so sorry man! Is there anything I can do?,sadness,sadness
93,2,93_2,Joey,Yeah! Help me get this mini-fridge past the security guard.,neutral,anger
93,3,93_3,Wayne,"Hey Joey, I want to talk to you.",neutral,neutral
93,4,93_4,Joey,Yeah?,neutral,neutral
93,8,93_8,Joey,"Oh, Chandler, Wayne.",neutral,neutral
93,9,93_9,Joey,"Wayne, Chandler.",neutral,neutral
93,10,93_10,Chandler,"Hi, how are ya?",neutral,neutral
93,11,93_11,Wayne,"Joey, Joey, I-I-Ill g-get you your job back if you help me out.",neutral,sadness
93,12,93_12,Joey,Why should I help you?!,anger,anger
93,13,93_13,Chandler,The reason he just said.,neutral,surprise
93,14,93_14,Joey,What do you need?,neutral,anger
93,15,93_15,Wayne,"I-I-I saw you on stage talking to that beautiful woman, yknow Sarah?",neutral,surprise
95,0,95_0,Phoebe,"Oh, I thought this was your party and it turns out its a party for Howard. He's just the sweetest little man!",surprise,surprise
95,1,95_1,Guest #1,"See ya Phoebe! Oh and hey, thanks for chipping in!",joy,joy
95,2,95_2,Ross,You chipped in?!,surprise,anger
95,3,95_3,Phoebe,"Yeah, uh-huh, a 100 dollars.",neutral,sadness
95,4,95_4,Ross,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,surprise,anger
95,5,95_5,Phoebe,"Yeah, but they didn't ask me!",anger,anger
95,6,95_6,Phoebe,Y'know?,neutral,surprise
95,7,95_7,Phoebe,"This way I'm just y'know, the exotic, generous stranger.",joy,joy
95,8,95_8,Phoebe,That's always fun to be.,joy,joy
95,9,95_9,Ross,"Yeah, but you're making me look bad!",anger,anger
95,10,95_10,Phoebe,No I'm not.,neutral,anger
95,11,95_11,Phoebe,No!,surprise,anger
95,12,95_12,Phoebe,If anything I'm making you look better!,joy,joy
95,13,95_13,Phoebe,They'll see you talking to me and that's--I'm a hit!,joy,joy
95,14,95_14,Steve,"Oh hey, Pheebs!",joy,joy
95,15,95_15,Phoebe,Hey!,joy,joy
95,16,95_16,Steve,"Oh hey, Ross.",neutral,neutral
95,17,95_17,Steve,"Umm, see, I was thinking maybe you two could switch apartments because Phoebe's more our kind of people.",fear,anger
95,18,95_18,Steve,Something to think about.,neutral,neutral
95,19,95_19,Phoebe,"Yeah, okay, my bad.",joy,sadness
97,0,97_0,Joey,"Hey Monica, it's Joey!",joy,joy
97,1,97_1,Monica,"Hey Joey! Aww, you remembered even though you're a big star!",joy,joy
97,2,97_2,Joey,"Aw, come on! It'll be years before I forget you!",neutral,joy
97,3,97_3,Monica,"Joey, what's it like on a movie set, huh?",neutral,joy
97,4,97_4,Monica,Do you have a dressing room?,neutral,neutral
97,5,97_5,Monica,Do you have a chair with your name on it?,neutral,neutral
97,6,97_6,Joey,"Uh, well yeah-yeah, I've got all of that going on.",neutral,neutral
97,7,97_7,Joey,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",neutral,anger
97,8,97_8,Joey,Uh-oh!,fear,surprise
97,9,97_9,Joey,"I gotta go Monica, my uh, my sushi's here!",neutral,neutral
97,10,97_10,Joey,Sorry about that. Thanks for waitin'.,neutral,neutral
97,11,97_11,Joey,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",joy,joy
96,0,96_0,Joey,Here. I need to borrow some moisturizer.,neutral,neutral
96,1,96_1,Monica,For what?,neutral,neutral
96,2,96_2,Joey,Whaddya think? Today's the big day!,joy,joy
96,3,96_3,Monica,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",disgust,surprise
96,4,96_4,Joey,Thank you!,joy,joy
96,5,96_5,Chandler,Where's Joey? His mom's on the phone.,neutral,neutral
96,6,96_6,Monica,He's in the bathroom. I don't think you wanna go in there!,anger,disgust
96,7,96_7,Chandler,"C'mon, we're roommates!  My eyes!! My eyes!!",disgust,surprise
96,8,96_8,Monica,I warned you...,neutral,anger
96,9,96_9,Rachel,Who is being loud?,anger,anger
96,10,96_10,Chandler,"Oh, that would be Monica.",neutral,anger
96,11,96_11,Chandler,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",neutral,joy
96,12,96_12,Monica,"Oh, you got the whole night, huh?",surprise,anger
96,13,96_13,Chandler,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral,neutral
96,14,96_14,Rachel,"Ooh, do I sense a little bit of resentment?",surprise,sadness
96,15,96_15,Chandler,"No, no resentment, believe me, it's worth it.",neutral,joy
96,16,96_16,Chandler,'Kay?,neutral,neutral
96,17,96_17,Chandler,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,neutral,joy
96,18,96_18,Chandler,"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",neutral,anger
96,19,96_19,Monica,"Oh, um, Chandler?",neutral,surprise
96,20,96_20,Monica,"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",neutral,anger
99,0,99_0,Joey,What cha doing?,neutral,neutral
99,1,99_1,Chandler,Having a swim.,neutral,neutral
99,2,99_2,Joey,What about the chick?,neutral,surprise
99,3,99_3,Chandler,Chicks dont swim.,neutral,disgust
99,4,99_4,Joey,Are you sure?,neutral,surprise
99,5,99_5,Chandler,I dont know. Should we try it?,neutral,neutral
99,6,99_6,Joey,Sure.,neutral,neutral
99,7,99_7,Chandler,"See, I told you they dont swim.",neutral,joy
99,8,99_8,Joey,Wait. Give him a minute.,neutral,surprise
99,9,99_9,Chandler,"Noo!  Oh, its okay, its okay, baby, baby, baby.",fear,joy
98,0,98_0,Rachel,"Wow, this is so cool, you guys. The entire city is blacked out!",surprise,joy
98,1,98_1,Monica,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",anger,fear
98,2,98_2,Rachel,"Wow, you guys, this is big.",surprise,surprise
98,3,98_3,Monica,Pants and a sweater?,anger,neutral
98,4,98_4,Monica,"Why, mom?",anger,sadness
98,5,98_5,Monica,Who am I gonna meet in a blackout?,anger,surprise
98,6,98_6,Monica,Power company guys?,anger,neutral
98,7,98_7,Monica,Eligible looters?,anger,disgust
98,8,98_8,Monica,Could we talk about this later?,anger,sadness
98,9,98_9,Monica,OK.,neutral,neutral
98,10,98_10,Phoebe,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,neutral,neutral
98,11,98_11,Phoebe,"Well, I never call",neutral,anger
101,0,101_0,Phoebe,Hey!,joy,joy
101,1,101_1,Monica,Hey.,neutral,neutral
101,2,101_2,Phoebe,"Hey, why are you mopping your ceiling?",sadness,surprise
101,3,101_3,Monica,"Oh, theres banana on it.",neutral,surprise
103,0,103_0,Ross,Hey!,joy,neutral
103,1,103_1,Joey,Hey.,neutral,neutral
103,2,103_2,Ross,"Do you have a minute? Id like to talk to you about something Im, Im really uncomfortable talking about.",fear,sadness
103,3,103_3,Joey,"Sure. What? About uh, you showering with your mom?",surprise,disgust
103,4,103_4,Ross,"I actually had a topic in mind! Im, Im kinda going through a dry spell, sex wise.",anger,sadness
103,5,103_5,Joey,"Whoa, for like months?",surprise,surprise
100,0,100_0,Phoebe,"Me taking care of you is no problem, huh?",neutral,sadness
100,1,100_1,Phoebe,You guys feel safe.,neutral,joy
100,2,100_2,Phoebe,Right?,neutral,neutral
100,3,100_3,Phoebe,"Okay, Im gonna take that spit bubble as, ""Yeah, I do!""",neutral,joy
100,4,100_4,Phoebe,"Okay, after I get rid of this dirty diaper Leslie, Ill set you up with a clean one.",neutral,neutral
100,5,100_5,Phoebe,"Okay, Im sorry.",sadness,sadness
100,6,100_6,Phoebe,I didnt mean to scare you.,sadness,sadness
100,7,100_7,Phoebe,I just have to clean that up.,neutral,neutral
100,8,100_8,Phoebe,Okay?,neutral,sadness
100,9,100_9,Phoebe,"Cause lets face it, were at Monicas.",neutral,neutral
100,10,100_10,Phoebe,I broke it.,sadness,sadness
100,11,100_11,Phoebe,All right.,neutral,sadness
100,12,100_12,Phoebe,"Well, thats just the way that goes.",neutral,sadness
100,13,100_13,Phoebe,"Okay, good.",neutral,neutral
100,14,100_14,Phoebe,Why are there only two of you?,fear,surprise
100,15,100_15,Phoebe,Where is Leslie?,fear,sadness
100,16,100_16,Phoebe,"Well, you cant answer.",neutral,anger
100,17,100_17,Phoebe,Leslie?,neutral,sadness
100,18,100_18,Phoebe,Where are you Leslie?,fear,anger
100,19,100_19,Phoebe,"Leslie, now would be a",sadness,anger
102,0,102_0,Rachel,You said she was bald.,anger,anger
102,1,102_1,Phoebe,"Yeah, she was bald, shes not now.",neutral,neutral
102,2,102_2,Rachel,How could you not tell me that she has hair?,surprise,anger
102,3,102_3,Phoebe,"I dont know, I hardly ever say that about people.",neutral,neutral
102,4,102_4,Rachel,"Ohh, well, this is just perfect!",anger,surprise
102,5,102_5,Phoebe,"Well Im sorry, I thought you said it was okay.",sadness,sadness
102,6,102_6,Rachel,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got",anger,anger
102,7,102_7,Phoebe,"Well, maybe it wont work out. Maybe Ross wont like her personality.",sadness,sadness
102,8,102_8,Rachel,"Why, does she have a bad personality?",neutral,anger
102,9,102_9,Phoebe,"Oh no, Bonnies the best!",joy,joy
104,0,104_0,Joey,"Excellent! Excellent! And uh, finally, are you into any weird stuff yknow, sexually?",joy,surprise
104,1,104_1,Cliff,No!,surprise,surprise
104,2,104_2,Joey,"Oooh, wrong answer.",neutral,surprise
105,0,105_0,Phoebe,"Ow! My ass. Okay. Okay.  Oh, shhh!",anger,neutral
105,1,105_1,Phoebe,No! No!! Its me! Its me! I-I didnt want to make any noise!,fear,fear
105,2,105_2,Phoebe Sr,Then don't break in!!,anger,anger
106,0,106_0,Joey,"Oh yeah, Smokey Joe here got half way to the highway and collapsed.",anger,sadness
106,1,106_1,Chandler,I have the lung capacity of a two year old.,neutral,surprise
106,2,106_2,Monica,Then why are you smoking?,disgust,anger
106,3,106_3,Chandler,Well its very unsettling.,sadness,sadness
108,0,108_0,Phoebe,Ugh!,disgust,anger
108,3,108_3,Phoebe,"I mean if you buy a bed from Janices ex-husband, thats like betraying Chandler.",anger,disgust
108,4,108_4,Monica,Not at these prices.,anger,disgust
108,5,108_5,Phoebe,Hi. Y'know in England this car would be on the other side of the store.  Woo!,joy,surprise
108,6,108_6,Monica,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",joy,joy
108,7,108_7,Phoebe,"Eh, Monica it, it feels so weird, y'know, Chandlers your friend...  Oh!",surprise,surprise
108,8,108_8,Phoebe,Oh my God!,surprise,surprise
108,9,108_9,Phoebe,"Aw, all right take this bed, you can make other friends.",joy,sadness
109,0,109_0,Lorraine,"You know, ever since I was little, I've been able to pick up quarters with my toes.",joy,neutral
109,1,109_1,Joey,"Good for you.  Uh, quarters or rolls of quarters?",joy,surprise
109,2,109_2,Janice,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",anger,disgust
109,3,109_3,Chandler,That's OK.,neutral,sadness
109,4,109_4,Janice,"Oh, are you sure?",surprise,sadness
109,5,109_5,Janice,"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.",anger,anger
109,6,109_6,Joey,We can't do that.,neutral,anger
109,7,109_7,Chandler,What? What can't you do?,surprise,surprise
107,0,107_0,Rachel,"Honey, I was wondering....",neutral,neutral
107,1,107_1,Ross,Hmm?,neutral,neutral
107,2,107_2,Rachel,"Do you still have that, um, Navy uniform?",joy,neutral
107,3,107_3,Ross,"Nooo, I had to return it to the costume place.",sadness,sadness
107,4,107_4,Rachel,Hmm.,neutral,surprise
107,5,107_5,Ross,I think I have an old band uniform from high school.,joy,neutral
107,6,107_6,Rachel,"You remember not having sex in high school, right?",sadness,surprise
107,7,107_7,Ross,Yeah.,sadness,surprise
107,8,107_8,Rachel,"Well honey, what about you?",neutral,surprise
107,9,107_9,Ross,What?,neutral,surprise
107,10,107_10,Rachel,"I mean do you have any fun, you know, fantasy type things?",neutral,surprise
107,11,107_11,Ross,No.,neutral,sadness
107,12,107_12,Rachel,Come on you gotta have one!,surprise,joy
110,0,110_0,Joey,She really said that?,surprise,surprise
110,1,110_1,Ross,"Well, I added the 'exactly like me' part...",neutral,anger
110,2,110_2,Ross,"But she said she's looking for someone, and someone is gonna be there tonight.",neutral,surprise
110,3,110_3,Joey,'Tonight' tonight?,surprise,surprise
110,4,110_4,Ross,"Well, I think it's perfect.",joy,joy
110,5,110_5,Ross,"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",neutral,joy
110,6,110_6,Chandler,I can't remember the last time I got a girl to take care of my monkey.,sadness,joy
110,7,110_7,Ross,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",joy,joy
110,8,110_8,Chandler,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",disgust,disgust
111,0,111_0,Mrs. Bing,"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",neutral,neutral
111,1,111_1,Chandler,"No, just knowing you're gonna be there is enough.",neutral,joy
111,2,111_2,Mrs. Bing,"Alright, well, be good, I love you.",joy,joy
111,3,111_3,Chandler,You kissed my best Ross! ...Or something to that effect.,anger,anger
111,4,111_4,Mrs. Bing,"O-kay. Look, it, it was stupid.",sadness,disgust
111,5,111_5,Chandler,Really stupid.,anger,anger
111,6,111_6,Mrs. Bing,Really stupid.,sadness,anger
111,7,111_7,Mrs. Bing,And I don't even know how it happened.,sadness,sadness
111,8,111_8,Mrs. Bing,"I'm sorry, honey, I promise it will never happen again.",sadness,sadness
111,9,111_9,Mrs. Bing,Are we okay now?,fear,sadness
111,10,111_10,Chandler,Yeah. No. No...,anger,sadness
111,11,111_11,Ross,"Ah, the forbidden love of a man and his door.",neutral,joy
111,12,111_12,Joey,"Shh. He did it. He told her off, and not just about the kiss, about everything.",neutral,anger
111,13,111_13,Ross,You're kidding.,surprise,surprise
111,14,111_14,Joey,"No, no. He said ""When are you gonna grow up and start being a mom?""",neutral,anger
114,0,114_0,Rachel,"All right, well the place was closed. Ill just copy it later.",neutral,neutral
114,1,114_1,Joey,"Or not. Uh, Rach, why dont you just move in with me?",neutral,surprise
114,2,114_2,Ross,"Whoa! Whoa! Whoa, Joey!",surprise,surprise
114,3,114_3,Joey,"No-no-no-no-no-no-no-no Its okay, I mean Ilook Rach, I know I scared you off with that whole Naked Thursdays thing, but we dont have to do that!",neutral,surprise
114,4,114_4,Rachel,"Well, it would be easier to move just right across the hall. Wait a minute, unless youre thinking about Naked Wednesdays.",neutral,surprise
114,5,114_5,Joey,"Thursdays clearly not good for ya, pick a day!",joy,anger
112,0,112_0,Phoebe,Oh there it is.,neutral,neutral
112,1,112_1,Monica,Thats not your regular dry cleaners.,neutral,surprise
112,2,112_2,Phoebe,"I know, but that creep that I went on that date with goes to there so I have to find a new one.",disgust,anger
112,3,112_3,Phoebe,"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store",disgust,sadness
112,4,112_4,Monica,What?!,surprise,surprise
112,5,112_5,Phoebe,A new grocery store.,neutral,neutral
112,6,112_6,Phoebe,The universe said I was going to meet a nice guy and thats what they gave me?,anger,anger
112,7,112_7,Phoebe,When I get up there Im going to kick some ass.,anger,anger
112,8,112_8,Monica,"Dont worry Phoebe, youre gonna meet someone. If I can meet a great guy, so can you.",neutral,joy
112,9,112_9,Phoebe,"Yeah, we both can. And we both will.",neutral,joy
112,10,112_10,Phoebe,"Oh, you didnt have to come in with me.",neutral,joy
112,11,112_11,Monica,Are you kidding? This is where they get out stains! Okay? This is like,joy,anger
112,12,112_12,Guy,"Oh, excuse me! I think you dropped s Wow!",surprise,surprise
112,13,112_13,Phoebe,What?,surprise,surprise
112,14,112_14,Guy,"Im sorry, its just that youre so incredibly beautiful.",surprise,surprise
112,15,112_15,Phoebe,"Oh yeah well, Im sorry about that too, but what are you going to do?",neutral,surprise
